hit_id,smiles,vina_PD-L1,vina_TGF-bR1,dual_score
HIT_0568,CC1(C)C[C@H](C(=O)O)N(c2ccc3c(c2)N(c2cccc4c2C(=O)NC4)CC3)C1,-6.496,-5.815,-12.311
HIT_0569,C=C1C[C@@H](N)[C@@H](C(=O)Nc2[nH]cnc2C(=O)N2CCCc3cc(F)ccc3C2)C1,-6.177,-6.133,-12.309999999999999
HIT_0570,CN(C)C(=O)c1ccc(-c2ccc3c(c2)[C@@]2(CC3)COCCN2c2c[nH]c(=O)cn2)cc1,-6.915,-5.395,-12.309999999999999
HIT_0571,CN1CCC2(CC1)CCN(c1c(N3CCN(C)c4ccc(F)cc43)ccnc1O)C2,-7.175,-5.134,-12.309000000000001
HIT_0572,Cc1c(F)ccc(CNC(=O)[C@]2(C)CCN2c2ccc3c(c2)CNCCC3)c1F,-7.332,-4.976,-12.308
HIT_0573,Cc1cnc(F)c(-c2ccc3c(c2)N(C(=O)[C@H]2CC[C@@H](C)NC2)CC3)c1,-7.45,-4.857,-12.307
HIT_0574,Cc1cc(F)cc2c1N(c1ccc3c(c1C)CN(C(=O)[C@H]1CCC[C@H]1N)C3)CC2,-6.964,-5.342,-12.306000000000001
HIT_0575,C[C@@H]1CCN(C(=O)c2cccc(C3CCC3)n2)c2ccccc2N1,-7.645,-4.66,-12.305
HIT_0576,C[C@H]1C[C@H](C)[C@@H](C)N(c2ccc3c(n2)CCN(c2c(O)cccc2C#N)C3)C1,-7.063,-5.241,-12.303999999999998
HIT_0577,C[C@@H]1N(c2ccnc(NC[C@H]3C[C@H](N4CCc5cccc(F)c5C4)C3)c2)CCC1(C)C,-7.364,-4.939,-12.303
HIT_0578,C[C@@H]1c2c(F)cccc2CCN1C(=O)[C@H]1NCCc2cc(F)ccc21,-7.214,-5.089,-12.303
HIT_0579,CC1(C)[C@H](C#N)CCCN1c1ccc2c(c1)N(c1ccc3c(c1)CCN3)CC2,-8.599,-3.703,-12.302
HIT_0580,Cc1ccncc1N1CCC[C@]12CCN(c1cccc3c1CCN3)C2,-6.787,-5.513,-12.3
HIT_0581,O=C([C@@H](O)c1ccc(F)c(F)c1)N1CCCc2cc(F)cc(F)c21,-7.862,-4.438,-12.3
HIT_0582,CC1(C)[C@H](F)C[C@H]1C(=O)n1c(-c2ccc(F)c(C#N)c2)nc2cc(O)ccc21,-7.894,-4.406,-12.3
HIT_0583,C[C@@]1(c2nc3ccc(F)c(Nc4cccc5c4CCNC5)c3o2)CCNC1,-7.561,-4.736,-12.297
HIT_0584,Cc1ccc2c(c1F)CN(c1c(F)ccc(C#N)c1N)CC2,-7.641,-4.654,-12.295
HIT_0585,Cc1cc(N2CCC[C@]3(NC(=O)c4nonc4N3)[C@H](F)C2)nc(C)n1,-7.435,-4.86,-12.295
HIT_0586,Cc1c(F)ccc2c1N([C@@H]1CCCNc3ccccc31)CCC2,-6.91,-5.385,-12.295
HIT_0587,O=C(c1cc(Cl)c2c(c1)CCCN2)N1CCCOc2ccccc21,-7.439,-4.855,-12.294
HIT_0588,Cc1cc(C#N)ccc1-c1ccc2c(n1)N(c1ccccc1O)CC2,-7.666,-4.628,-12.294
HIT_0589,Cc1nnc(C(=O)N2CCCc3ccc(N4C[C@@H](C)C[C@H](C)[C@H]4C)nc32)c(O)n1,-7.845,-4.447,-12.292
HIT_0590,c1ccc(-c2cc(O[C@H]3CCN[C@H]4CCCC[C@H]43)ccn2)cc1,-7.014,-5.278,-12.292
HIT_0591,Cc1cnc(O)c(C(=O)N2CCc3ccccc3C(C)(C)C2)c1,-7.518,-4.773,-12.291
HIT_0592,Cc1cc(N2CCNc3ccc(C(=O)N4CC[C@H](O)CC4(C)C)nc32)ccn1,-8.042,-4.247,-12.289
HIT_0593,CC[C@H]1[C@H](C)CCN1c1cc(C)cc(-c2ccc3c(c2)CCN3)c1,-6.883,-5.406,-12.289
HIT_0594,Fc1cccc2c1CCN2c1ccc2c(c1)CNCCC2,-7.066,-5.223,-12.289
HIT_0595,O=C1CNCCN(c2ccc3c(c2)CCN3c2ccc(O)c(F)c2)C1,-7.074,-5.215,-12.289
HIT_0596,Cc1cc(Nc2ccc(C#N)nc2N2CCCC[C@]3(CCCCNC3)C2)ccn1,-7.237,-5.051,-12.288
HIT_0597,Cc1ccnc(-c2n[nH]c(C)c2N2CCc3cccc(F)c32)c1,-6.889,-5.398,-12.286999999999999
HIT_0598,C[C@H]1CC(=O)CC[C@H]1Oc1ccc2c(c1)CN(c1ccc3c(c1)NCC3)CCC2,-7.106,-5.181,-12.286999999999999
HIT_0599,O=C1CCNc2cccc(N3Cc4ccc(N5CCC[C@]56CCOC6)cc4C3)c21,-7.251,-5.036,-12.286999999999999
HIT_0600,Cc1cncc(Br)c1C(=O)N1CCOc2ccc(N3CCC[C@](F)(C#N)C3)cc2C1,-7.409,-4.875,-12.283999999999999
HIT_0601,Fc1cc2c(cc1F)N(c1ccc3c(c1)CNCCC3)CC2,-7.991,-4.293,-12.283999999999999
HIT_0602,Fc1cccc(Nc2ccc(F)c(N3CC[C@]4(CCNC4)C3)c2)c1,-6.821,-5.462,-12.283
HIT_0603,C[C@H]1CC[C@@H](N2CCc3nnc(-c4ccc(C#N)n4C)cc3C2)C[C@@H]1C,-7.146,-5.137,-12.283
HIT_0604,Cc1cc(-c2cc3c(cc2F)OCCN3C(=O)[C@H]2CNCC[C@H]2C)ccc1F,-7.877,-4.406,-12.283
HIT_0605,C[C@@H]1Cc2ccccc2[C@H]1Nc1cccc2c1CCCNC2,-7.52,-4.763,-12.283
HIT_0606,O=C([C@H]1CCC[C@H]1Nc1cc(F)cnc1O)N1CCCc2cc(F)ccc21,-7.244,-5.038,-12.282
HIT_0607,Cc1cnc(N2C[C@@H](C)[C@@H](C(=O)N3CCC(=O)c4cccnc43)C2)cn1,-7.107,-5.173,-12.280000000000001
HIT_0608,Cc1cccnc1N1CCN(c2cc(-c3ccccc3)ccc2C#N)C[C@@H]1C,-7.316,-4.964,-12.280000000000001
HIT_0609,O=C([C@@H]1CCN(c2ccncc2O)C1)N1CCc2cc(O)ccc2C1,-7.363,-4.917,-12.280000000000001
HIT_0610,O=C([C@@H]1CCNC[C@@H]1F)N1CCNc2ccc(-c3cccnc3F)cc21,-7.244,-5.036,-12.28
HIT_0611,O=C([C@H]1[C@@H](O)CCN1c1cccc2c1[C@@H](O)CC2)N1CCc2ccncc21,-7.993,-4.285,-12.278
HIT_0612,Cc1cc(O)c(N2CCCCC2(C)C)cc1Nc1cccc(F)c1C#N,-7.827,-4.45,-12.277000000000001
HIT_0613,O=C(c1cccc2c1CCCN2)N1CCc2cnccc2C1,-7.103,-5.174,-12.277000000000001
HIT_0614,N#Cc1cc(-c2ccc3c(c2)N(c2ccccc2C#N)CCN3)ccn1,-7.184,-5.092,-12.276
HIT_0615,Cc1ccccc1[C@]1(F)CCN([C@@H]2CNc3ccccc32)C1,-6.684,-5.592,-12.276
HIT_0616,N#CC1(c2cc(N3Cc4cc5c(cc4C3)OCO5)ccn2)CC1,-7.119,-5.157,-12.276
HIT_0617,C=C1CN[C@H](C(=O)N2CCCc3ccc(N4CCc5c(F)cccc54)cc3C2)C1,-7.675,-4.599,-12.274000000000001
HIT_0618,Cc1ccc2c(c1)N([C@H]1CNCCN(c3ccnc(O)c3C)C1)CCCO2,-7.233,-5.04,-12.273
HIT_0619,Cc1cnc(N)c(C(=O)N2CCC[C@](C)(c3nc4cccc(F)c4o3)C2)c1,-7.314,-4.958,-12.272
HIT_0620,C[C@@H](NC(=O)C[C@@]1(C)CCCN1c1c(C#N)ccc(F)c1O)c1cccc(F)c1,-7.049,-5.223,-12.272
HIT_0621,C[C@@H]1CN(c2ccc3c(c2)[C@H](O)CO3)Cc2cc(N3CC4(CC(F)C4)C3)cnc21,-7.131,-5.141,-12.272
HIT_0622,N#Cc1ccnc(N2Cc3ccc(N4CC[C@@](F)(C#N)C4)cc3C2)c1,-7.592,-4.679,-12.271
HIT_0623,C[C@H]1CC[C@H](C(=O)N2CCc3ccc(N4CCCc5cccc(F)c54)cc32)N1,-7.852,-4.419,-12.271
HIT_0624,Cc1ccc(-c2cc(N3CCc4cc(F)ccc43)ccn2)nc1,-7.543,-4.726,-12.269
HIT_0625,Cc1cnc(C)c(N2C=C([C@H](C)N3CCc4ccc(F)cc4C3)CCC2)n1,-7.817,-4.451,-12.268
HIT_0626,CC(=O)[C@@H]1CCCN1[C@@H]1CN(c2cc(F)c3c(c2)NCCO3)c2ccccc21,-7.155,-5.112,-12.267
HIT_0627,C[C@@H]1CN(c2ccc3c(n2)NCC3)CC[C@H]1N1CCc2ccc(F)cc21,-6.894,-5.371,-12.265
HIT_0628,C[C@@H]1CCCN(c2ccc3c(c2)N(C(=O)c2nc(N)cn2C)CC3)[C@H]1C,-7.536,-4.729,-12.265
HIT_0629,c1ccc2c(c1)CC1(CCOCC1)CN2c1nc2c([nH]1)CCCC2,-7.312,-4.953,-12.265
HIT_0630,Oc1ccccc1N1CC[C@]2(CCCN2c2ccc3c(c2)CCN3)C1,-7.139,-5.125,-12.264
HIT_0631,Cc1cncc(NC(=O)[C@H]2CCN2[C@@H]2CCc3cc(F)cc(F)c32)c1,-7.287,-4.977,-12.264
HIT_0632,Oc1cccc(O[C@H]2CNc3c2cc(F)cc3N2CCOCOCC2)n1,-6.885,-5.378,-12.263
HIT_0633,N#Cc1ccc(OCc2cncc(N3CCCc4ccc(F)cc43)c2)nn1,-6.975,-5.288,-12.263
HIT_0634,Cc1cc(-c2ccc3c(c2)N(C(=O)[C@@H]2CNCCN2C)CC3)cnc1F,-7.706,-4.553,-12.259
HIT_0635,C[C@H]1CCC(=O)CN1C(=O)c1cccc2c1CN(C(=O)c1cccc(F)c1C#N)C2,-7.469,-4.79,-12.259
HIT_0636,Cc1cc(F)c(NC(=O)[C@@H]2CCCC[C@@]2(C)N)cc1N1CCc2c(F)ccc(C(=O)O)c2C1,-7.613,-4.646,-12.259
HIT_0637,O=C1CCN(c2ccc3c(c2)NCC[C@@H]3N2CCc3ccncc32)CCN1,-7.097,-5.162,-12.259
HIT_0638,CC1(C(=O)Nc2nc3n(c2C(=O)N2CCc4cc(F)c(F)cc42)CCC3)CNC1,-7.317,-4.941,-12.258
HIT_0639,Cc1nc(-c2ccc3c(c2)N(C(=O)[C@H]2NCCC2(F)F)CCN3)ccc1F,-7.474,-4.783,-12.257000000000001
HIT_0640,C[C@H]1C[C@@H](C(=O)N2CCNc3ccc(-c4ccnc(F)c4)cc32)N1,-6.974,-5.283,-12.257000000000001
HIT_0641,N#Cc1cccc(O)c1N1CCC2(CC1)OCc1ccc(F)cc12,-7.162,-5.095,-12.257
HIT_0642,CNc1nc(C)nc(O)c1N1CC[C@H](N2Cc3ccc(F)cc3C2)C[C@H]1C,-7.409,-4.848,-12.257
HIT_0643,Cc1cc(F)cc(-c2ccc3c(c2)OCCN3C(=O)[C@H]2NCCC2(C)C)c1,-7.236,-5.02,-12.256
HIT_0644,Cc1cccc2c1CCC[C@H]2Nc1cc(F)cc2c1CNCC2,-6.92,-5.336,-12.256
HIT_0645,O=C(Cc1cccc2c1CCCN2)N1CC(c2ccc(F)cc2)C1,-7.165,-5.09,-12.254999999999999
HIT_0646,C[C@@H]1CCC[C@@H]2CCCN(c3ccc4c(c3)CN(c3ccc(C#N)nc3)C4)[C@@H]21,-7.054,-5.199,-12.253
HIT_0647,Cc1cncc(-c2ccc3c(c2)N([C@H]2CCN[C@H](C)C2)CCO3)c1C,-7.212,-5.041,-12.253
HIT_0648,Oc1cc(Oc2cnc3oc(-c4cccc5c4COC5)nc3c2)nc(O)n1,-6.866,-5.387,-12.253
HIT_0649,O[C@@H]1CCc2c(O[C@H]3Cc4ccccc4C[C@@H]3O)cccc21,-7.197,-5.053,-12.25
HIT_0650,Cc1ccc(N2CCc3ccc(O)cc32)cc1C#N,-7.224,-5.025,-12.249
HIT_0651,Fc1ccc2c(c1)CC[C@H]2Nc1cc2c(cc1F)NCCC2,-7.317,-4.932,-12.249
HIT_0652,N#Cc1ccc(N2CCc3ncccc32)nc1N1CC[C@@](F)(C#N)C1,-7.129,-5.12,-12.248999999999999
HIT_0653,C[C@H]1Cc2cc(F)ccc2N1C(=O)[C@H]1C[C@H](C)N1c1cccc(N)n1,-7.408,-4.84,-12.248000000000001
HIT_0654,Cc1c(N2CCCc3ccc(O)cc3C2)cnn1CC(=O)N1CCCCC1(C)C,-6.935,-5.313,-12.248
HIT_0655,CC1(C(=O)Nc2ccnc(Br)c2F)CN(c2cccc3c2CC(=O)NC3)C1,-7.512,-4.736,-12.248
HIT_0656,CC1(C)CN(c2cnc3c(c2)C(=O)NCC3)Cc2cccc(F)c21,-6.895,-5.352,-12.247
HIT_0657,Cc1cccc(N2Cc3ccc(N4CCC(C)(O)CC4)cc3C[C@H]2C)n1,-7.121,-5.126,-12.247
HIT_0658,O=C1CCCCC[C@@H](N2CC[C@@H](c3ccc(N4CCCNc5ccncc54)cc3)C2)C1,-7.168,-5.077,-12.245000000000001
HIT_0659,C[C@@H]1CCN(c2ccc(F)cn2)[C@H]1C(=O)N1CC[C@]12CCOc1ccc(F)cc12,-7.444,-4.801,-12.245000000000001
HIT_0660,NC[C@H]1CCCN1C(=O)N1CCc2ccc(N3CCc4c(Cl)cccc4C3)cc21,-7.387,-4.858,-12.245
HIT_0661,Cc1nc(O)ccc1N1CCN[C@H](C(=O)N2CCc3cc4c(cc3C2)CCCC4)C1,-6.894,-5.35,-12.244
HIT_0662,Cc1ccc(Oc2ccc3c(c2)CCNC3=O)c(F)c1F,-7.426,-4.818,-12.244
HIT_0663,C[C@@H]1NCC[C@@H]1C(=O)N1CCc2nc(N3CCc4c(O)ccc(F)c4C3)ccc2C1,-6.597,-5.646,-12.243
HIT_0664,COc1cccc2c1CN(c1ccc3c(c1)C(F)(F)C(=O)N3)C2,-7.663,-4.579,-12.242
HIT_0665,O=C(N1CCOc2cnccc2C1)[C@]1(F)C[C@H](Nc2ccc(F)cc2O)C1,-7.338,-4.904,-12.242
HIT_0666,Fc1cc2c(cc1F)N(c1ccc3c(c1)CCCNC3)CC2,-7.659,-4.583,-12.242
HIT_0667,C[C@@H](N1CCc2ccc(F)cc2C1)C1(F)CN(C(=O)c2ccc(O)nn2)C1,-7.445,-4.797,-12.242
HIT_0668,C[C@@H](C(=O)N1CCOc2ccc(N3CC4(CC[C@@H]4C)C3)cc2C1)n1cc(CO)nn1,-6.668,-5.573,-12.241
HIT_0669,Cc1ccc(C#N)cc1C(=O)N1CCOc2cc(Oc3ccccc3F)ccc21,-7.304,-4.937,-12.241
HIT_0670,Cc1ccc2c(c1N1Cc3cccc(C#N)c3C1)CN(C(=O)c1nnnn1C)C2,-7.562,-4.677,-12.239
HIT_0671,O=C1NCCNc2cccc(N3CCCc4cc(F)cc(F)c43)c21,-7.077,-5.162,-12.239
HIT_0672,Cc1cccnc1N1CCC[C@H](C)[C@@H]1C(=O)N1c2ccccc2CC[C@H]1C,-8.011,-4.227,-12.238
HIT_0673,C[C@@H]1CN(c2ccc3c(c2)CN(C(=O)c2cc(Cl)cnc2N)CCC3)C[C@@H](C)O1,-8.063,-4.175,-12.238
HIT_0674,Cc1ccc(N2CC3(CC[C@H]3Oc3cc(F)c4c(c3)NCCO4)C2)c(O)c1,-6.941,-5.297,-12.238
HIT_0675,Cc1cc(-c2cc3c(cn2)CCN3C(=O)[C@@]2(N)C[C@@H]2C(F)(F)F)cnc1F,-7.15,-5.087,-12.237
HIT_0676,C[C@H]([C@H]1CCCCN1c1ccc2c(c1)NCC2)N1CCC[S@@](=O)c2ccccc21,-7.495,-4.742,-12.237
HIT_0677,Cc1ccnc(O)c1C(=O)N1CCc2ccc(N3C[C@@H](C)OC4(CCCC4)C3)cc2C1,-7.967,-4.27,-12.236999999999998
HIT_0678,Cc1ccc(O)c(N2CCc3ccc(N4CC[C@@](F)(C#N)C4)cc32)n1,-7.314,-4.922,-12.236
HIT_0679,O=C(c1ccc(F)c(O)c1)N1CCc2cc(O)ccc21,-7.292,-4.944,-12.236
HIT_0680,C[C@@H]1CNCC[C@H]1c1nc(-c2ccc3c(c2)CCN3C(=O)c2ccc[nH]2)no1,-7.089,-5.146,-12.235
HIT_0681,Cc1nnn(C)c1N1C[C@H](C(=O)N2CCc3c(ccc(F)c3F)C2)[C@H]1C,-7.146,-5.089,-12.235
HIT_0682,Cc1ccncc1Nc1cc(F)cc2nc([C@H]3CNC[C@H](C)C3)n(C)c12,-7.164,-5.071,-12.235
HIT_0683,Brc1csc2c1CN(c1ccc3c(c1)[C@]1(CCC3)COCCN1)CC2,-7.624,-4.611,-12.235
HIT_0684,N[C@H]1Cc2cc(N3CCc4ccc(F)cc4C3)cnc2C1,-7.251,-4.983,-12.234
HIT_0685,C[C@@H]1[C@H](C(=O)N2Cc3cccc(F)c3C2)CN1C(=O)c1ccc(N)c2ncccc12,-6.901,-5.333,-12.234
HIT_0686,CC(C)(N)C(=O)N1CCc2ccc(N3CCc4cc(O)ccc4C3(C)C)cc21,-8.004,-4.23,-12.234
HIT_0687,Fc1ccc2c(c1)CN([C@H]1CCCCN([C@H]3CCNc4ccccc43)C1)CCS2,-7.403,-4.831,-12.234
HIT_0688,Cc1cc(F)cc(-c2ccc3c(c2)CN(c2cc(O)cc(C#N)c2)CCO3)c1Cl,-7.677,-4.556,-12.233
HIT_0689,O=C1CC[C@H](N2CCC[C@]3(CCC[C@H]3O)C2)[C@H]1c1ccccc1,-7.981,-4.252,-12.233
HIT_0690,C[C@@H]1CNCC[C@@H]1N1CCc2cc(-c3ccc(F)cc3F)ccc21,-7.586,-4.646,-12.232
HIT_0691,Cc1c(F)ccc2nc([C@H]3CCN(C(=O)N4CCCNCC4)C[C@@H]3F)oc12,-7.045,-5.187,-12.232
HIT_0692,O=C1NCCc2cccc(N3CCc4cc(F)c(F)cc43)c21,-6.936,-5.295,-12.231
HIT_0693,Cc1cc(CN)oc1C(=O)N1CCc2ncc(N3CCN(CC#N)[C@@H](C)C3)cc21,-7.156,-5.075,-12.231
HIT_0694,Fc1cccc2c1[C@H](Nc1cncc(N3CCC4(COC4)C3)c1)CCC2,-7.003,-5.228,-12.231
HIT_0695,C[C@@H]1CCN(c2ccc(F)c(C#N)n2)[C@@H]1c1nc2c(F)ccc(F)c2o1,-7.637,-4.593,-12.23
HIT_0696,Cc1cc2c(c(N3CCc4nc(Cl)c(C#N)cc4C3)c1)CCNC2=O,-7.762,-4.467,-12.229
HIT_0697,Cc1ccncc1N1Cc2cccc(Oc3cncc(F)c3)c2C1,-7.158,-5.071,-12.229
HIT_0698,c1cc2c(cc1N1CCC3(CCCCO3)CC1)[C@]1(CCO2)COCCN1,-7.074,-5.154,-12.228
HIT_0699,N#CC1(F)CCN(c2c(Oc3ccc4c(c3)C(=O)CNC4)ccc3c[nH]nc23)CC1,-7.864,-4.363,-12.227
HIT_0700,Cc1cc([C@H](N)C(=O)N2C[C@@H](C)Oc3c(F)cccc32)ccc1F,-7.565,-4.661,-12.225999999999999
HIT_0701,O=C1NCCc2cc(N3CCNc4ccc(Cl)cc4C3)cc(F)c21,-7.136,-5.09,-12.225999999999999
HIT_0702,CS(=O)(=O)c1cc(N[C@H]2CCCc3cc(F)ccc32)ccc1F,-7.442,-4.783,-12.225000000000001
HIT_0703,C[C@@H](c1cc(-c2ccccn2)ccc1N)N1CCCc2nc(F)ccc21,-6.553,-5.672,-12.225
HIT_0704,COc1ccc(N2CCC3(CC2)OCc2ccc(C)cc23)c(N)c1C#N,-7.635,-4.59,-12.225
HIT_0705,C[C@@]1(F)CCCN(C(=O)N[C@H]2CCc3cc(F)ccc32)C1,-7.214,-5.01,-12.224
HIT_0706,O=C1C[C@@H](C(=O)N2Cc3cnc(N4CCc5ccc(F)cc5C4)cc3C2)N1,-6.756,-5.468,-12.224
HIT_0707,O=C([C@@H]1CCOC1)N1Cc2ccc(N3CCCc4ccc(O)cc4C3)cc2C1,-7.599,-4.624,-12.222999999999999
HIT_0708,N#CCc1ccccc1-c1ccc2c(c1)CCN2[C@H]1CCCNC[C@H]1F,-7.535,-4.687,-12.222000000000001
HIT_0709,CNC(=O)c1ccc(Oc2cc(N3CCc4ccncc43)ccc2C#N)o1,-7.15,-5.072,-12.222000000000001
HIT_0710,C[C@@H]1CN([C@@]2(C(=O)O)CC[C@H](C)N(C(=O)c3ccc([N+](=O)[O-])[nH]3)C2)Cc2ccccc21,-7.509,-4.712,-12.221
HIT_0711,CC1(C)CN([C@H]2COc3c(F)ccc(F)c3[C@@H]2O)Cc2cc(F)ccc21,-6.403,-5.818,-12.221
HIT_0712,N#Cc1ccc(N)cc1N1CCc2ccc(N3CCC[C@]34CCOC4)cc21,-7.513,-4.706,-12.219000000000001
HIT_0713,Cc1cc2c(cc1N1CCN(C)c3ncccc3C1)CN(C(=O)c1csc(Cl)c1)CC2,-7.59,-4.628,-12.218
HIT_0714,c1cc(-c2ccc3c(c2)CCNC3)cc(N2CC[C@@]23CCCOC3)n1,-7.296,-4.922,-12.218
HIT_0715,O=C(N1CCc2ccncc21)[C@]12CCC[C@@H]1CN(c1ccc3c(n1)NCCC3)C2,-7.703,-4.514,-12.217
HIT_0716,Nc1ncc(N2CC3(CCOCC3)C2)nc1C(=O)N1CCCc2cccc(F)c21,-7.165,-5.052,-12.216999999999999
HIT_0717,N#C[C@H]1CSCCN1c1cnc2c(c1)N(c1cccc3c1CCN3)CC2,-7.007,-5.21,-12.216999999999999
HIT_0718,O=C(c1nnc(Cl)o1)N1CCc2cccc(N3CC[C@H]3C3CCC3)c2C1,-7.227,-4.989,-12.216000000000001
HIT_0719,O=C1CCc2cccc(N[C@H]3CC[C@](F)(C(=O)N4CCc5c(F)cccc54)C3)c21,-6.862,-5.354,-12.216000000000001
HIT_0720,Fc1ccc2c(c1)CN(c1ccc3c(c1)CNCC3)CCN2,-6.978,-5.238,-12.216000000000001
HIT_0721,C[C@@H]1C[C@H](C)CN([C@@H]2CCc3ccc(N4CC(=O)CC(=O)C4)nc32)C1,-7.384,-4.831,-12.215
HIT_0722,C[C@@H]([C@@H]1CCN(c2ccc(Cl)c(O)n2)C1)N1CC2(CC2)c2cc(F)ccc21,-7.009,-5.204,-12.213000000000001
HIT_0723,C[C@H](c1ccc2c(c1)N([C@@H]1CNC(=O)C(C)(C)C1)CC2)N1CCCc2cc(O)ccc21,-7.125,-5.088,-12.213000000000001
HIT_0724,C[C@@H](NC(=O)[C@@]12CO[C@@H](CN1)C2)c1cccc(N2CCCc3cccc(F)c32)n1,-7.201,-5.012,-12.213
HIT_0725,O=C1CN(c2cccc3c2OCC3=O)CCCN([C@H]2CCNc3ncccc32)C1,-7.333,-4.879,-12.212
HIT_0726,O=C1CCCCN(C(=O)c2ccc(C(=O)N3CCc4c(Cl)cccc43)[nH]2)C1,-6.715,-5.497,-12.212
HIT_0727,C[C@@H]1NCCN(c2cc(N3CCc4cc(F)cc(F)c43)nn2C)[C@H]1C,-7.496,-4.716,-12.212
HIT_0728,Cc1cc(N2CCC[C@@H]([C@H](O)C(=O)N3CCCc4ccccc4C3)C2)cnc1O,-8.044,-4.167,-12.211
HIT_0729,C[C@H]1[C@H](C(=O)N2Cc3ccc(C#N)cc3C2)CN1c1ccc2c(c1)C(=O)COC2,-7.252,-4.959,-12.210999999999999
HIT_0730,Oc1c(F)cccc1N1Cc2ccc(N3CC[C@H](O)CC34CCC4)cc2C1,-7.236,-4.974,-12.21
HIT_0731,Cc1cc(C)c2c(c1)C[C@H]2N1CCNc2ccc(O)cc2C1,-7.114,-5.096,-12.21
HIT_0732,C[C@@H]1CC(N2CCc3cc(N)ccc3C2(C)C)=C[C@H](N2Cc3cccc(F)c3C2)C1,-7.615,-4.594,-12.209
HIT_0733,CC(C)(O)c1nc2c(F)ccc(F)c2n1-c1cccc2c1CCC2=O,-7.164,-5.045,-12.209
HIT_0734,N#Cc1ccc(N2CC[C@@H](N3CCc4c3ccc(F)c4F)C(F)(F)CC2)cc1O,-7.957,-4.25,-12.207
HIT_0735,Cc1nc(N2CCCNC[C@@H](N3C[C@H](C)c4ccccc43)C2)cnc1N,-7.497,-4.709,-12.206
HIT_0736,CN(C)c1ccc2c(c1)N(c1cccc3c1CCNC3)CC2,-6.891,-5.314,-12.205
HIT_0737,CC1=CC[C@H](C(=O)N2CCCc3c(F)cc(F)cc32)CN1C(=O)N1CCC(C)(N)CC1,-7.383,-4.821,-12.204
HIT_0738,Cc1cc([C@@H](C)N2CCc3ccc(-c4ccc(F)cc4)nc32)nn1C,-6.877,-5.326,-12.203
HIT_0739,C[C@@H]1C[C@@H](N2CCOc3ccc(F)cc3C2)CCN1c1cccc2c1CCCNC2,-7.084,-5.118,-12.202
HIT_0740,Oc1cccc(N2CCc3nc(N4CCC45CCCC5)ccc3C2)c1,-7.404,-4.797,-12.201
HIT_0741,C[C@@H]1CN(c2ccccc2)CCN1C(=O)[C@@H]1COc2cc(F)ccc2C1,-7.599,-4.602,-12.201
HIT_0742,O=C([C@H]1CCCC1(F)F)N1CCn2nc(N3CCCc4nc(Br)ccc43)nc2C1,-6.464,-5.736,-12.2
HIT_0743,Cc1cccc2c1CCN(c1cccc3c1OCCN3)C2,-7.045,-5.154,-12.199
HIT_0744,Fc1cccc2c1CN([C@@H]1CCNc3cc(Cl)ccc31)C2,-7.143,-5.056,-12.199
HIT_0745,CN1CCC[C@@H](c2nc3c(-c4ccc(F)cn4)cccc3o2)C1,-7.357,-4.842,-12.199
HIT_0746,Cn1ccc(=O)cc1N1CCCNC[C@@H](N2CCc3c(F)cccc3C2)C1,-7.507,-4.691,-12.198
HIT_0747,C[C@H]1CCCN[C@H]1c1nc2ccc(-c3ccc4c(c3)CC4)cc2o1,-7.413,-4.785,-12.198
HIT_0748,Cc1cnccc1-c1ccc2c(c1)[C@H](NC(=O)C1(F)CC(=O)C1)CCN2,-7.375,-4.823,-12.198
HIT_0749,O=C(c1cc2c(nc1Cl)CCNC2)N1CC(C(=O)N2CCc3ccc(Cl)cc32)C1,-6.958,-5.239,-12.197
HIT_0750,Cc1cnc(C(=O)N2CCc3ccc(Oc4nccc5c4CCN5)cc3C2)nc1,-7.706,-4.491,-12.197
HIT_0751,O[C@H]1CCc2cc(N3Cc4cc(F)c(F)cc4C3)ccc21,-7.565,-4.632,-12.197
HIT_0752,N#Cc1cc(F)cc(N2CCCc3cc(F)c(F)cc32)c1O,-6.934,-5.263,-12.197
HIT_0753,Cc1cc(N2CCc3c(O)ccc(F)c3C2)nnc1C,-7.158,-5.038,-12.196000000000002
HIT_0754,C[C@@]1(NC(=O)[C@@H]2CCN2c2ccc(F)c(O)c2)CCOc2c(F)cccc21,-7.938,-4.258,-12.196
HIT_0755,CCc1ccc(N2[C@@H]3CCC[C@@H]2CC(=O)C3)c(Nc2ccc3c(c2)NS(=O)(=O)C3)n1,-6.526,-5.669,-12.195
HIT_0756,Cc1cc(O)cnc1C(=O)N[C@H]1COc2c1cccc2N1CCC[C@@H](C)[C@H](C)C1,-6.749,-5.445,-12.193999999999999
HIT_0757,Cn1cc(Nc2ccc3c(c2)CNCCC3)cc1C(=O)N1CCCCC12CCOCC2,-7.101,-5.093,-12.193999999999999
HIT_0758,Nc1cc(C(=O)N2CCCC(=O)c3ccccc32)ccc1Cl,-7.507,-4.686,-12.193
HIT_0759,O=C(O)c1c(F)ccc2nc([C@@H]3CN(c4ccc(F)cc4)CC34CC4)oc12,-6.672,-5.52,-12.192
HIT_0760,CC(=O)N1CCOc2ccc(-c3ccc(N4CCCC5(CCCC5)C4)cc3F)cc21,-7.068,-5.124,-12.192
