hit_id,smiles,vina_PD-L1,vina_TGF-bR1,dual_score
HIT_0378,C[C@]1(C#N)CCN(c2cc3c(cn2)N(c2ccc4c(c2)CCCNC4)CCO3)C1,-7.865,-4.617,-12.482
HIT_0379,Cc1cccc(N)c1N1CCN(c2cccc3c2NCC3)CC(=O)C1,-7.057,-5.425,-12.482
HIT_0380,CC1(C)CN(c2cc(-c3ccc(C#N)cc3F)cnc2C(N)=O)CCS1(=O)=O,-7.057,-5.424,-12.481000000000002
HIT_0381,Cc1cccc(C#N)c1N1CCCn2nc(C(=O)N3CCC(=O)C3(C)C)cc2C1,-7.193,-5.288,-12.481
HIT_0382,C[C@@H]1C(=O)CCC[C@@]1(O)Oc1ccc2c(c1)CCN(c1onc3c1CCC3)C2,-7.063,-5.418,-12.481
HIT_0383,Cc1cccc2c1N(c1ccc3c(c1)C[C@@H](C)N(C(=O)[C@]1(C)CCCN1)C3)CCNC2,-8.062,-4.417,-12.479
HIT_0384,c1cc(N2CC[C@@]3(CCCO3)C2)c2c(c1)N(c1c[nH]c3nccc-3c1)CC2,-7.543,-4.936,-12.479
HIT_0385,O=C([C@@H]1CC[C@H]1c1nc2ccnc(-c3cc4cccnc4[nH]3)c2o1)N1CCC(F)(F)C1,-8.006,-4.473,-12.479
HIT_0386,C[C@]1(C#N)CCN(c2cc(Nc3ccc4c(c3)C(=O)CO4)c3c(c2)OCCO3)C1,-7.481,-4.998,-12.479
HIT_0387,C[C@H]1C[C@H](C(F)(F)F)CN(c2ccc3c(c2)N(C(=O)c2ccc(Cl)cc2F)CCN3)C1,-7.638,-4.84,-12.478
HIT_0388,C[C@@H]1[C@@H](C)N(c2ccc(F)c3c2CC(=O)N3)CCN1c1ccc2c(c1)CCCNC2,-8.125,-4.351,-12.475999999999999
HIT_0389,C[C@@]1(c2ccccc2)CCCN1C(=O)C1(NC(=O)N[C@@H]2CCCOc3cc(F)ccc32)CCCC1,-7.405,-5.07,-12.475000000000001
HIT_0390,Cc1cc(-c2cccc3c2O[C@@H](C(=O)N2C[C@@H](C)O[C@@H](C)[C@@H]2C)N3)ccc1F,-7.323,-5.152,-12.475000000000001
HIT_0391,O=C([C@@H]1C[C@]12CCNC2)N1Cc2cccc3cccc(c23)C1,-7.318,-5.157,-12.475
HIT_0392,C[C@@H]1CCN(c2ccc(O)c(F)c2)CC[C@H]1N1CCc2c(F)cccc2C1,-7.662,-4.813,-12.475
HIT_0393,O=C([C@@H]1CNCCO1)N1CCc2cccc(N3CCc4ccc(O)cc4C3)c2C1,-8.431,-4.044,-12.474999999999998
HIT_0394,FC(F)(F)c1ccnc(N[C@H]2C[C@@H](N3CCOc4ccc(Cl)cc4C3)C2)n1,-6.777,-5.697,-12.474
HIT_0395,O=C(c1ccc2c(c1)CNC2)N1CCc2ccc(F)c(F)c21,-7.239,-5.234,-12.472999999999999
HIT_0396,CN(C)c1nc(O)cc([C@H]2CCN(c3ccc4c(c3)C(=O)CCN4C(=O)c3cccc(F)c3)C2)n1,-6.671,-5.799,-12.47
HIT_0397,c1cc2c(c(Oc3ccc4c(c3)[C@]3(CC4)COCCN3)c1)CCN2,-7.962,-4.506,-12.468
HIT_0398,Cc1nc2c(o1)CCN([C@@H]1CC[C@H](C)N(c3ccc4c(c3)CCCNC4)C1)C2,-7.403,-5.065,-12.468
HIT_0399,O=C(c1n[nH]c(N2CCC3(CCCC3)C2)n1)N1CCc2cccc(Cl)c2C1,-6.606,-5.86,-12.466000000000001
HIT_0400,C[C@@H]1NCc2cc(N[C@@H]3CCc4ccc(F)cc4C3)cnc21,-7.415,-5.049,-12.464
HIT_0401,C[C@@H]1CN(c2ccc3c(c2)C[C@@H](O)C3)CC[C@H]1N1CCc2ccc(F)cc21,-7.077,-5.387,-12.463999999999999
HIT_0402,Cc1cccc(C#N)c1N1CCc2c(ccc(O)c2N2CCC[C@](C)(F)C2)C1,-7.431,-5.032,-12.463000000000001
HIT_0403,Cc1cncc(F)c1C(=O)N1CCCNC[C@H](N2CCc3ccc(O)cc3C2)C1,-7.653,-4.81,-12.463
HIT_0404,O=C(N[C@H]1[C@@H]2COC[C@@H]21)N1CC[C@H](N2CCc3c(Cl)cccc32)c2ccccc21,-7.358,-5.103,-12.460999999999999
HIT_0405,O=C(c1ccc2c(c1)CCN2)N1CCc2c(F)cc(F)cc2C1,-7.225,-5.235,-12.46
HIT_0406,C[C@@H]1CNCC[C@@H]1N1CCc2ccc(N3CCC34CCOCC4)cc21,-7.323,-5.136,-12.459
HIT_0407,Cc1cc2c(c(N3CC4(CC(N5CCc6ccc(F)cc65)C4)C3)c1)OC[C@H]2O,-7.793,-4.666,-12.459
HIT_0408,C[C@@H]1CCC12CN(c1ccc3c(c1)CN(C(=O)[C@H]1NCC[C@H]1O)CC3)C2,-7.709,-4.749,-12.457999999999998
HIT_0409,COc1ccc(N2CCC3(CC2)CC(F)(F)CO3)c(CCN2CCc3ccccc3C2)c1,-7.11,-5.344,-12.454
HIT_0410,O=C1NCCCc2c1cccc2N1CCc2c1ccc(F)c2F,-7.063,-5.391,-12.454
HIT_0411,O=C1CCOc2cc(N3CC(F)(C(=O)N4CCC[C@H](O)c5cc(F)ccc54)C3)ccc21,-6.644,-5.81,-12.454
HIT_0412,C[C@@H]1CN(c2cc(F)cc3nc([C@H]4NCC[C@@H]4C)oc23)[C@H](C)CO1,-7.125,-5.328,-12.453
HIT_0413,Cc1ccc(N2CC[C@H](C)[C@H]2C(=O)N2CCCNc3cc(F)c(F)cc32)nc1,-7.789,-4.664,-12.453
HIT_0414,Fc1cccc2c1N([C@@H]1CNc3ccccc31)CCC2,-7.505,-4.948,-12.453
HIT_0415,Cc1ccc(F)c(-c2cc(C)cc3c2CN(C(=O)[C@H]2CCCN[C@H]2C)CC3)c1,-7.858,-4.594,-12.452
HIT_0416,Cc1nccc(N2CC(Oc3nc4ccc([N+](=O)[O-])cc4[nH]3)C2)c1-c1ccc2c(c1)OCO2,-6.767,-5.682,-12.449000000000002
HIT_0417,O=C(Nc1cncc(N2CCc3cc(O)ncc3C2)c1)N1CCCCC1,-6.986,-5.463,-12.449
HIT_0418,CC1(C)CCCN[C@@H]1c1nc2cc(C(=O)N3Cc4cccc(C#N)c4C3)ccc2o1,-6.978,-5.469,-12.447
HIT_0419,Cc1ccc(Nc2cc(F)ccc2C#N)cc1N1CCC[C@]2(CCO2)C1,-7.907,-4.539,-12.446
HIT_0420,N#Cc1ccc(-c2ccc3c(c2)CN(c2cccc4c2CNC4)CC3)c(F)c1,-6.809,-5.636,-12.445
HIT_0421,O=C1C[C@H]2c3c(cccc31)CCN2c1ccc2c(c1)[C@@H](O)CC2,-7.316,-5.127,-12.443
HIT_0422,O=C1CCCCC[C@H](N2CC[C@@H](c3nc4cc(F)c(F)cc4o3)C2)[C@@H]1F,-7.212,-5.23,-12.442
HIT_0423,N#Cc1cccnc1N1CCNc2ccc(-c3ccnc(F)c3)cc21,-7.007,-5.435,-12.442
HIT_0424,Cc1cccc(N2CCCc3nc(N4CC5(CCCCO5)C4)ccc32)c1O,-7.809,-4.63,-12.439
HIT_0425,CCc1ncccc1N1CCc2ccc(N3CCC[C@H](CO)[C@H]3C)c(C)c2C1,-8.246,-4.192,-12.438
HIT_0426,CC[C@H]1[C@@H](O)CCN1C(=O)CCc1c2c(nc3ccccc13)-c1c(Cl)ccc(O)c1C2,-7.849,-4.589,-12.438
HIT_0427,N#Cc1cc(NC(=O)[C@H]2CNCC23CC3)cc(N2CCCc3ccc(F)cc3C2)c1,-7.198,-5.24,-12.438
HIT_0428,Fc1ccc(N2CCN(c3ccc4c(n3)OCCN4)CC2)cc1F,-7.069,-5.369,-12.437999999999999
HIT_0429,Cc1c(N2CCCC[C@H](N3CCC(C)(N(C)C)CC3)C2)ccc2c1CNCC2,-7.801,-4.636,-12.437000000000001
HIT_0430,CN1CCCN([C@@H]2CCNc3cc(F)ccc32)c2ccccc21,-7.827,-4.609,-12.436
HIT_0431,Cc1ccc(-c2ccc3c(c2)CN([C@@H]2CCC[C@@H]4CNCC[C@H]42)CCO3)c(F)c1,-7.718,-4.716,-12.434000000000001
HIT_0432,C[C@H]1[C@@H](c2nc3cnn4c3n2CCC4)CCN1c1cc(C#N)c(O)cc1F,-7.487,-4.945,-12.432
HIT_0433,C[C@@H]1CN(c2ccc(C#N)c(Oc3ccnnc3O)c2)CC[C@@]1(C)O,-7.475,-4.956,-12.431000000000001
HIT_0434,O=C(N[C@H]1C[C@H](N2CCC[C@H](O)c3cc(F)ccc32)c2ccccc21)[C@H]1C[C@H](F)C1,-7.417,-5.014,-12.431000000000001
HIT_0435,C#Cc1ccc(N2CCC(O)(C(=O)N3CCCc4cc(F)ccc43)CC2)cc1F,-7.32,-5.11,-12.43
HIT_0436,CN(C(=O)[C@H]1COCCN1)c1ccnc(N2CCOc3ccc(O)cc3C2)c1,-7.507,-4.921,-12.428
HIT_0437,C[C@H]1CCCN[C@H]1C(=O)N1CCc2cc(N3CCc4ccc(F)cc43)ccc21,-7.506,-4.921,-12.427
HIT_0438,c1cc2c(c(N3Cc4cnc(N5CCCC56CCOCC6)cc4C3)c1)CCNC2,-7.021,-5.404,-12.425
HIT_0439,O=C([C@H]1CNCCC1(F)F)N1Cc2ccc(-c3ccc(F)cn3)cc2C1,-7.7,-4.724,-12.424
HIT_0440,O=C1NCc2ccc(N(Cc3ccc(F)c(F)c3F)[C@H]3COCc4cc(F)ccc43)cc21,-8.526,-3.898,-12.424
HIT_0441,C[C@H]1C[C@@H](C(=O)N2CCc3cccc(O)c3C2)N1c1ccnc(F)c1F,-7.447,-4.974,-12.421
HIT_0442,O=C(NS(=O)(=O)c1cccc(F)c1)[C@@H]1CN([C@@H]2Cc3ccccc32)CC12CCCC2,-7.5,-4.92,-12.42
HIT_0443,N#C[C@@]1(C(F)(F)F)CCCN1c1ccc2c(c1)CCCNC2,-7.188,-5.231,-12.419
HIT_0444,C[C@@]1(C(=O)N2CCc3cc(F)c(N4CCc5ccc(F)cc5C4)cc32)CCCN1,-7.55,-4.869,-12.419
HIT_0445,CNc1ccc(N2CC[C@@H](N3CCCc4cccc(F)c4C3)C[C@H]2C)nc1,-7.412,-5.007,-12.419
HIT_0446,O=C1CCCCN(c2cncc(N3CCc4ccc(F)cc43)n2)C1,-7.185,-5.233,-12.418
HIT_0447,Cc1cnccc1-c1c(F)ccc2c1CCN(C(=O)[C@H]1C[C@H](C)CN1)CC2,-7.618,-4.799,-12.417000000000002
HIT_0448,Cc1ccc(N2CC[C@]23CCCc2ccc(F)cc23)nc1,-6.975,-5.442,-12.417
HIT_0449,Cc1cc(CN2CCc3c(F)cccc32)c(N2CCC[C@@H](C(=O)O)C2)nc1C,-7.592,-4.824,-12.416
HIT_0450,C[C@@H]1NCC[C@H]1C(=O)N1CCc2ccc(N3CCn4nccc43)cc2C1,-7.715,-4.7,-12.415
HIT_0451,CC(=O)Nc1cnc(Oc2ccc3c(c2)[C@]2(CCN2)CCO3)c(C)c1,-7.052,-5.362,-12.414
HIT_0452,Cn1ccc(-c2ccc3c(c2)CN(c2n[nH]c4c2CCC4)CCC3)cc1=O,-7.068,-5.344,-12.411999999999999
HIT_0453,Fc1cc(F)c2c(c1)[C@H](Oc1ccc3c(c1)OCCNC3)CC2,-7.446,-4.966,-12.411999999999999
HIT_0454,C[C@@H]1CC2(CCCC2)CN1c1cnc(C#N)c(N2CCc3c(C#N)cccc3C2)c1,-6.472,-5.939,-12.411000000000001
HIT_0455,O=C(c1ccc(F)c2c1CNCC2)N1CCc2c(O)ccc(F)c2C1,-7.641,-4.767,-12.408000000000001
HIT_0456,C[C@@H]1CCCN(c2ccc3c(n2)N([C@H]2CNCC2(F)F)CCC3)[C@H]1C,-7.686,-4.722,-12.408000000000001
HIT_0457,NN1C(=O)Cc2ccc(O[C@H]3CCc4cc(F)ccc43)cc21,-8.122,-4.286,-12.408
HIT_0458,NC[C@H]1C[C@H](N2CC[C@@]23CCOc2ccc(F)cc23)c2ccccc21,-7.771,-4.636,-12.407
HIT_0459,Nc1nnccc1C(=O)N1CCC[C@H](CC(=O)N2CCCc3ccc(F)cc3C2)C1,-7.243,-5.163,-12.406
HIT_0460,O=C1CCOc2cc(F)c(N3C[C@@H](C(=O)N4CCc5cc(F)c(F)cc54)C(F)(F)C3)cc21,-7.559,-4.847,-12.406
HIT_0461,Cc1ccc(N2CCCC[C@H](N3C[C@@H](C)c4ccccc43)C2)c(O)c1,-7.644,-4.762,-12.405999999999999
HIT_0462,O=C(NCc1nccc(O)n1)N1CCc2cccc3c2[C@H](CCC3)C1,-6.781,-5.625,-12.405999999999999
HIT_0463,N#Cc1ccccc1C(=O)N1CC[C@H](Oc2ccc3c(n2)NC(=O)C3)c2ccccc21,-6.822,-5.584,-12.405999999999999
HIT_0464,N#Cc1ccc(Oc2ccc3c(c2)CNCCC3)cc1O,-7.385,-5.021,-12.405999999999999
HIT_0465,Cc1nn(C)c(C(=O)O)c1N1CCN(C)c2ccc(N3CCCc4c(C#N)cccc43)cc2C1,-7.925,-4.48,-12.405000000000001
HIT_0466,Cc1ccc(-c2ccc3c(c2)CN(C(=O)[C@@H]2NCCC2(F)F)CC3)c(C)n1,-7.288,-5.117,-12.405000000000001
HIT_0467,Cc1c(F)ccc2c1N(C(=O)c1ccc3c(n1)CCCN3)CCC2,-6.571,-5.828,-12.399000000000001
HIT_0468,C[C@@H]1C[C@@H](O)CN(c2cccc3c2CCN(c2cccnc2O)C3)C1,-7.541,-4.858,-12.399000000000001
HIT_0469,Cc1ccnc(C#N)c1N1CC[C@@]2(CCN(c3ccc4c(c3)NCCO4)C2)C1,-6.633,-5.766,-12.399000000000001
HIT_0470,Oc1cccc(N2[C@@H]3COC[C@@H]2CC(N2CCc4ccncc42)C3)c1,-7.53,-4.865,-12.395
HIT_0471,CC1(C)CCN(c2cccc(F)c2C#N)[C@H]1C(=O)Nc1cncc(Cl)c1,-6.752,-5.643,-12.395
HIT_0472,C[C@@H]1Cc2cccnc2N1C(=O)[C@H]1CC[C@@H](C)N1c1c(F)cc(O)cc1F,-7.743,-4.651,-12.394
HIT_0473,C[C@H]1CN(c2ccc3c(c2)N(c2ccc(O)cn2)CC3)CCC1=O,-7.493,-4.901,-12.394
HIT_0474,C[C@@H]1NCCC[C@@H]1N1CCc2ccc(COc3cccc(F)c3)cc2C1,-7.605,-4.789,-12.394
HIT_0475,Cc1ccc2c(n1)N([C@H]1CCNC[C@H]1C)CC[C@@H]2N1CCc2ccc(F)cc21,-8.006,-4.386,-12.392
HIT_0476,O=C([C@H]1CCNC1)N1CCc2ccc(N3CCOc4ccc(F)cc43)nc21,-7.903,-4.489,-12.392
HIT_0477,O=C(O)c1ncsc1N1CC[C@@H](C(=O)N2CC[C@]23CCCc2cc(F)ccc23)C1,-7.023,-5.367,-12.39
HIT_0478,Cc1ccc(F)c(-c2nc(C(=O)NC3(C#N)CCCCCCC3)co2)c1,-6.444,-5.945,-12.389
HIT_0479,O[C@H]1CCOc2ccc(N3Cc4cc5c(cc4C3)OCO5)cc21,-7.042,-5.346,-12.388
HIT_0480,Fc1ccc2c(c1)C1(CCN(c3ccc4c(c3)CNC4)CC1)OCC2,-7.619,-4.766,-12.385
HIT_0481,O[C@@H]1COc2ccc(N3CCOc4ccc(F)cc4C3)cc21,-7.742,-4.643,-12.385
HIT_0482,N#Cc1ccc(N2CCCc3ccncc32)cc1Oc1ccc(O)nc1,-7.806,-4.577,-12.383
HIT_0483,Cc1cc(Nc2ccc(N3CCC(=O)C[C@H]3C)c3c2CCO3)cnc1O,-7.175,-5.208,-12.383
HIT_0484,C[C@@]1(C#N)CCN(C(=O)c2nn([C@]3(C(=O)O)CCc4cc(F)ccc43)cc2F)C1,-6.896,-5.486,-12.382
HIT_0485,O=C([C@H]1CCN(c2ccc3c(n2)NCCC3)C1)N1CC[C@@]2(C1)OCc1ccccc12,-7.117,-5.265,-12.382
HIT_0486,Cc1ncncc1-c1ccc2c(c1)N(c1cnc3n1CCNC3)CCO2,-7.741,-4.641,-12.382
HIT_0487,Cc1cnc(Nc2ccc(C#N)c(N3CCN[C@@H](C)C3)c2)c(NC(C)(C)C(C)(F)F)n1,-6.699,-5.683,-12.382
HIT_0488,Oc1cc(N2CCc3ccc(N4CC5(CC(F)C5)C4)cc3C2)ccc1F,-6.983,-5.398,-12.381
HIT_0489,Cc1nnc(N2CCC[C@@H](O)c3cc(F)ccc32)cc1N1CCCNC(=O)C1,-7.481,-4.9,-12.381
HIT_0490,N[C@@H]1C[C@H]1c1c(F)cccc1N1CCc2cc(F)cc(F)c2C1,-7.3,-5.079,-12.379
HIT_0491,O=C([C@H]1CN(c2cncc(=O)[nH]2)CCCO1)N1CCCc2c(F)ccc(F)c21,-7.293,-5.085,-12.378
HIT_0492,C[C@H]1CCN[C@H]1c1nc(-c2cc(F)cc(N3CCCN(C)CC3(C)C)c2)no1,-7.379,-4.999,-12.378
HIT_0493,Cn1cc(Br)c(N2CC[C@@H]3C[C@@]3(c3nc4ncc(F)cc4o3)C2)cc1=O,-7.616,-4.761,-12.376999999999999
HIT_0494,Cc1nn(C)c(N2CC[C@H](C(=O)N3Cc4ccc(F)cc4C3)[C@H](F)C2)c1C#N,-7.032,-5.344,-12.376000000000001
HIT_0495,Cc1cccc(NC(=O)C2(C)CN([C@@H]3CCOc4cccc(F)c43)C2)n1,-7.004,-5.372,-12.376
HIT_0496,Cc1cc(-c2ccc3c(c2)CN([C@H]2CC[C@](C)(N)CC2)CC3)cnc1O,-7.528,-4.846,-12.373999999999999
HIT_0497,C[C@@H]1CN[C@H](C(=O)N2CCC3(C2)Oc2ccccc2O3)c2ccccc21,-7.562,-4.811,-12.373000000000001
HIT_0498,Fc1ccc2c(c1)CN(c1ccc3c(n1)NCCCC3)CCC2,-7.366,-5.007,-12.373
HIT_0499,COc1cc(O)c(F)cc1N1CCc2ccc(COc3cncc4c3CCC[C@@H]4O)cc2C1,-8.124,-4.248,-12.372
HIT_0500,Nc1oc2c(c1C(=O)N1CCCNc3ccccc3C1)CCCC2,-7.566,-4.802,-12.367999999999999
HIT_0501,N#Cc1ccccc1-c1cccc2c1OC[C@@H]2NC(=O)[C@H]1CC(F)(F)CN1,-7.063,-5.304,-12.367
HIT_0502,Cc1cn2c(n1)CN([C@@H]1CCN(C(=O)[C@@H]3CCN3)c3cc(F)ccc31)CC2,-6.834,-5.532,-12.366
HIT_0503,NN1CCC[C@H]1c1nc([C@]2(F)C[C@@H](N3CCc4c(F)cccc4C3)C2)no1,-7.426,-4.94,-12.366
HIT_0504,Cc1ccc2c(c1)[C@H](N(c1cc3c(cc1C)CCNC3)[C@H]1CC3(C[C@@H](O)C3)C1)C2,-7.158,-5.208,-12.366
HIT_0505,O=C1CCOc2c(F)ccc(N3CC[C@@H](O)C[C@@H]3C(=O)N3CCc4ccccc4CC3)c21,-7.777,-4.588,-12.365
HIT_0506,Oc1cc(CN2CCC[C@@]23CCc2cc(F)ccc23)ccc1N1CCC2(CCCO2)CC1,-7.459,-4.906,-12.364999999999998
HIT_0507,Oc1ccc(N2CC3(CSC3)C2)nc1N1CCc2ccc(Cl)cc2C1,-7.464,-4.9,-12.364
HIT_0508,C[C@@H]1CCN1C(=O)c1nccnc1Nc1cc(N)c(-c2cc(F)ccc2C#N)cn1,-7.025,-5.339,-12.364
HIT_0509,Cc1cc(C)c2c(c1)N(C(=O)[C@@H]1CCN(c3ccc4c(c3)CCN4)[C@H]1C)CCO2,-7.254,-5.109,-12.363
HIT_0510,Cc1cc(C#N)cc(-c2cccc3c2CCN(c2cnc4c(c2)CCNC4)C3)c1,-7.166,-5.196,-12.362
HIT_0511,O=C([C@@H]1CN(c2cccc3c2CNCC3)CCC1(F)F)N1CCn2ccc(=O)cc2C1,-7.844,-4.515,-12.359
HIT_0512,N#Cc1ccc(N2CCCc3nc(N(c4ncccc4C#N)C4CNC4)ccc32)nn1,-7.936,-4.422,-12.358
HIT_0513,C[C@@H]1[C@H](c2nc([C@@H]3Cc4ccccc4NC3=O)no2)CN1c1cccnc1C#N,-6.886,-5.471,-12.357
HIT_0514,N#Cc1ccccc1N1CC[C@@H](O)[C@@H]1C(=O)N1CCc2ccccc2C1,-7.163,-5.193,-12.356
HIT_0515,Cc1ccncc1NC(=O)CCN1CCc2nccc(N[C@@H]3CCc4cc(O)ccc43)c2C1,-7.284,-5.071,-12.355
HIT_0516,CC1(C)c2ccccc2CCN1c1ccc2c(c1)CNC2,-7.377,-4.976,-12.353
HIT_0517,c1cc2c(cc1N1CCC3(CCC3)C1)N(c1cncc3c1CCN3)CC2,-7.654,-4.698,-12.352
HIT_0518,Cc1cnc(O)c(N2CCc3ccc(N4CCC[C@@]45CCOC5)cc32)c1,-8.034,-4.317,-12.351
HIT_0519,Cc1ccncc1N1CCNc2ccc(-c3cccnc3F)cc21,-7.297,-5.054,-12.350999999999999
HIT_0520,CC(=O)N1CCc2c(N3CCC4(CC3)OCc3ccc(C)cc34)cccc21,-7.532,-4.819,-12.350999999999999
HIT_0521,Cc1cc(O)cnc1C(=O)N1CC(C(=O)N2CCc3ccc(F)cc3C2)C1,-7.56,-4.79,-12.35
HIT_0522,Cc1noc(N)c1N1CCc2ccc(N3CCC[C@@](C)(C#N)C3)cc21,-7.496,-4.852,-12.348
HIT_0523,Cc1cc(Nc2cc(F)c3c(c2)NCCO3)nc(N2CCCC3(CC3)C2)c1,-6.856,-5.492,-12.347999999999999
HIT_0524,Fc1ccccc1-c1ccc2c(c1)OCCN2c1cnc2c(c1)NCCO2,-7.136,-5.212,-12.347999999999999
HIT_0525,C[C@H]1[C@@H](O)CCCN1c1c(F)ccc(N[C@H]2Cc3cccc(C#N)c32)c1N,-7.067,-5.277,-12.344000000000001
HIT_0526,Oc1ccc(F)c2c1CCN([C@@H]1CCOc3c(F)cc(F)cc31)C2,-6.589,-5.755,-12.344000000000001
HIT_0527,Fc1cccc2c1C[C@H](Nc1ccc3c(c1)CNCCC3)C2,-6.723,-5.619,-12.341999999999999
HIT_0528,COc1nc(C(N)=O)ccc1O[C@H]1CCN([C@@H]2CCOc3cc(F)c(F)cc32)CC[C@H]1F,-7.657,-4.684,-12.341000000000001
HIT_0529,C[C@@H]1CN(c2ccc3c(c2)N(c2cc(C#N)c(C#N)[nH]2)CC3)C(C)(C)CO1,-7.517,-4.824,-12.341000000000001
HIT_0530,Cc1coc2c(c1=O)[C@H](N1CC[C@H](O)c3ccc(F)cc31)CCC2,-7.397,-4.944,-12.341000000000001
HIT_0531,C[C@H]1CSCCN(c2ccc3c(c2)N(c2cccc4c2CCN4)CC3)C1,-7.663,-4.677,-12.34
HIT_0532,Cc1cccnc1N[C@@H]1COCc2ccc(N3CC[C@@]34CCCOC4)cc21,-7.073,-5.266,-12.339
HIT_0533,Cc1cnc(C(=O)N2CCc3ccc(N4CC[C@H]5CCC[C@@H]5C4)cc32)nc1,-7.159,-5.178,-12.337
HIT_0534,Cc1cccc(N2CCc3ccc(N4CCC[C@H](O)[C@H](C)C4)cc32)n1,-7.56,-4.776,-12.335999999999999
HIT_0535,Cc1ncc(NC(=O)Nc2ccccn2)nc1N1C[C@H](C)C[C@@H](C)C1,-7.1,-5.235,-12.335
HIT_0536,N#Cc1ncccc1NC(=O)[C@H]1CCN(c2ccc3c(c2)OCC[C@@]32CCN2)C1,-7.2,-5.134,-12.334
HIT_0537,O=C([C@H]1CSCCN(c2cccc(O)n2)C1)N1CCOc2ccc(F)cc21,-7.171,-5.161,-12.332
HIT_0538,O=C(Nc1ncccc1Br)N[C@H]1C[C@H](F)CN(Cc2cccnc2)C1,-7.142,-5.19,-12.332
HIT_0539,C[C@H]1c2ccccc2CN1c1cccc2c1CN([C@H]1CCCCNC1)C2,-8.053,-4.278,-12.331
HIT_0540,Cc1ccc([C@]2(C)CCN(c3cc(C)c4c(n3)NC(=O)CO4)C2)cc1,-7.313,-5.018,-12.331
HIT_0541,Cc1c(O)cccc1N1CCc2c(cccc2N2CC[C@H](C)C(=O)C2)C1,-7.441,-4.889,-12.33
HIT_0542,C[C@H]1CCN(c2ccc3c(c2)NCC3)[C@@H]1C(=O)N1CCc2c(F)ccc(F)c21,-7.76,-4.57,-12.33
HIT_0543,C[C@@H]1[C@H](C(=O)N2CCc3ccc(Cl)cc3C2)CN1c1cccc2c1CCC2=O,-6.646,-5.683,-12.329
HIT_0544,C[C@@H]1CC(=O)CCN1c1ccc2c(c1)CN(c1ccc3c(c1)C(=O)CO3)[C@H](C)C2,-7.12,-5.209,-12.329
HIT_0545,Cn1cnc2cccc(-c3ccc4c(c3)C(=O)NCCC4)c21,-7.302,-5.027,-12.329
HIT_0546,CCN1CCN(c2ccc3c(c2)N(c2cccc(C)n2)CCO3)[C@@H](C)[C@@H]1C,-7.763,-4.563,-12.326
HIT_0547,Fc1cc2c(cc1F)CN(c1ccc3c(c1)NCCN3)CC2,-7.116,-5.21,-12.326
HIT_0548,C[C@@H]1CC[C@H]2CC(=O)[C@H](C)[C@]21N1CCc2ccc(Cl)nc2CC1,-7.029,-5.296,-12.325
HIT_0549,Cc1ccc(NC(=O)c2cccnc2)cc1-c1cccc2c1CCN2,-7.839,-4.486,-12.325
HIT_0550,CC1(C)CN(c2cccc(C3CN(c4cccc5c4CCNC5)C3)c2)CCCN1,-6.946,-5.378,-12.324
HIT_0551,O=C1Cc2cc(N3CC[C@]4(CCN(c5cccc6c5CNCC6)C4)C3)ncc2N1,-7.024,-5.3,-12.324
HIT_0552,CC1(Oc2cncc(F)c2)CC2(CN(c3ccc4c(c3)CC[C@@H]4O)C2)C1,-6.808,-5.515,-12.323
HIT_0553,Fc1cc2c(cc1F)CN(c1ccc3c(n1)NCCN3)C2,-7.804,-4.519,-12.323
HIT_0554,C[C@@]12C[C@H]1CCC[C@@H]2N(c1ccc(O)nn1)[C@H]1CCc2ccccc2OC1,-7.784,-4.539,-12.323
HIT_0555,Cc1ccc(N2CCn3c(C)nnc3C2)nc1N[C@H]1COCc2c(F)cccc21,-7.175,-5.148,-12.323
HIT_0556,C[C@@H]([C@@H]1CCCN1)N1CCc2ccc(N3Cc4ccc(F)cc4C3)cc21,-8.165,-4.157,-12.322
HIT_0557,Cc1cc(N[C@H]2C[C@@H](CO)C2)nc(N2CC(F)(F)C23CCCCC3)c1,-7.451,-4.87,-12.321
HIT_0558,N#Cc1cc(N2CCc3cc(F)cc(F)c3C2)c(O)cc1F,-7.502,-4.818,-12.32
HIT_0559,COc1cccc2oc(C3(O)CN(c4ccc5c(c4)CCCNC5)C3)nc12,-6.732,-5.587,-12.318999999999999
HIT_0560,C[C@@]1(C(=O)Nc2ccc(C#N)c(N3CCCc4cc(Cl)ccc4C3)c2)CCNC1,-6.891,-5.428,-12.318999999999999
HIT_0561,N#Cc1ncc(N2CCC[C@]23CCOC3)cc1Nc1ccc2c(c1)[C@@H](O)CC2,-6.761,-5.557,-12.318000000000001
HIT_0562,Fc1ccc(F)c2c1CCN(c1ccc3c(c1)CCN3)C2,-7.579,-4.739,-12.318
HIT_0563,Cc1c(N2CCc3ccc(N4CCCc5ccc(O)cc54)cc32)ccnc1O,-7.461,-4.855,-12.316
HIT_0564,O=C([C@@H]1CCN(c2cccc(O)n2)C1)N1CCCc2ccc(F)cc2C1,-7.118,-5.198,-12.316
HIT_0565,N#Cc1cc2c(cc1F)N(c1cnc3c(c1)C(=O)NCC3)CC2,-7.155,-5.16,-12.315000000000001
HIT_0566,N#Cc1cc(N2Cc3ccc(F)cc3C[C@@H]2C(=O)N2CC[C@@H]3COC[C@@H]32)co1,-8.022,-4.292,-12.314
HIT_0567,Cc1ncc(N2CCN(c3cc(C#N)oc3C)CCNCc3cccc(n3)C2)cn1,-7.104,-5.209,-12.312999999999999
